codigo item;descricao item
16002418;BICO APLICADOR LARANJA 10:1 P/ MP55420 LQ CAR 490 ML
16002419;C-70 LQ BAR 10.00 KG
16002420;BICO APLICADOR MC-06-24T P/ TS820 LQ CAR 400ML
16002421;BICO APLICADOR MFHX10-18T 10:1 P/ MP55420-55320 LQ CAR 490ML
16002422;APLICADOR MANUAL DM2 M400X-MR PARA CART 490ML
16002423;FULL-CARE 7036A PI CAI 20.00 KG
16002424;SWIFT®COL 2035 LQ BAL 23.00 KG
16002425;SWIFT®COL 2411 LQ BAL 20.00 KG
16002426;SWIFT®BOND 3U151-LA SSC5PC LQ BAL 20.00 KG
16002427;PRIMER04 INC LQ BAL 23.25 KG
16002428;CQ-4051 PE SAC 25.00 KG
16002429;SWIFT®COL 2035 LQ BAL 10.00 KG
16002430;SWIFT®PRIME 4160 LQ BAL 24.00 KG
16002431;*ADVANTRA® PHC 9255 PI CAI 12.70 KG *INACT*
16002432;EB-AB020-50R ALUMIBOND 2 X 50
16002433;EB-3D020-50R DOUBLESTICK 30 2 X 50
16002434;EB-RB020-50R ROOFSEAL BL 2 X 50
16002435;EB-RW020-50R ROOFSEAL WHITE 2 X 50
16002436;EB-RG020-50R ROOFSEAL GREY 2 X 50
16002437;1535 BRANCO LQ CAR 310 ML
16002438;FULL CARE® 5945 PI CAI 15.00 KG
16002439;SWIFT®COL 2035 LQ BAL 10.00 KG
16002440;PHC8290/1 PE SAC 10.00 KG
16002441;ELASTISEAL® WSS-2M LQ TAM 268.00 KG
16002442;SWIFT®HARDENER 2541 AZUL LQ LAT 1.00 KG
16002443;HM4016 PI SAC 25.00 KG
16002444;ELASTISEAL® WSS-2M LQ BAL 24.00 KG
16002445;SWIFT COL 2500 LQ BAL 20.00 KG
16002446;PHF-0979 PE CAI 500.00 KG
16002447;SWIFT®TAK 5122AN LQ BAR 10.00 KG
16002448;KÖRAPUR 666/90 PARTE A + B LQ CAR 350 G
16002449;KÖRAPUR 125 BLACK SAL 600 ML
16002450;KÖRAPUR 125 GREY LQ SAL 600 ML
16002451;KÖRAPOP 220 GREY SAL 600 ML
16002452;GD 826 N BLACK LQ SAL 600 ML
16002453;KÖRAPUR 140 WHITE SAL 600 ML
16002454;KÖRAPOP 220 WHITE SAL 600 ML
16002455;*EVOLUTION 2060 LQ BAL 30.00 KG *INACT*
16002456;*EVOLUTION 2064 LQ BAL 30.00 KG *INACT*
16002457;*EVOLUTION 2060 LQ BAL 30.00 KG *INACT*
16002458;*EVOLUTION 2064 LQ BAL 30.00 KG *INACT*
16002459;SWIFT®TAK RP289 LQ BAL 20.41 KG
16002460;ASI® RP-30 LQ FRA REDONDO 20 G
16002461;ASI® RP-1000 LQ FRA REDONDO 20 G
16002462;KÖRABOND HG83 LQ LAT 1.00 L
16002463;KÖRABOND HG 74 LQ LAT 1.00 L
16002464;KÖRASOLV GL LQ LAT 1.00 L
16002465;KÖRASOLV PU LQ LAT 1.00 L
16002466;KÖDISIL N TRANSPARENTE LQ CAR 310 ML
16002467;KÖRASOLV WL LQ LAT 1.00 L
16002468;FLEXTRA® SBA 5210 BRA LQ LAT 1.00 KG
16002469;FLEXTRA® XA 3377 LQ LAT 1.00 KG
16002470;FLEXTRA® SL 332 LQ LAT 1.00 KG
16002471;FLEXTRA® R 403 LQ LAT 1.00 KG
16002472;FLEXTRA® SBA 1010 LQ LAT 1.00 KG
16002473;C-229AN LQ CPL 1000 KG
16002474;SWIFT®BOND 2139/1 LQ TAM 320.00 KG
16002475;ASI® RP-30 LQ FRA REDONDO 100 G
16002476;ASI® RP-1000 LQ FRA REDONDO 100 G
16002477;KORABOND HG81
16002478;*ADVANTRA 9255 LP PE SACO 25.00 KG *INACT*
16002479;KORABOND HG81 LATA 1 LITRO
16002480;PRIMER 04 INC LQ BAL 23.25 KG
16002481;ADVANTRA 9255 LP PE SACO 25.00 KG
16002482;*ADVANTRA 9255 LP PE SACO 25.00 KG *INACT*
16002483;LUNAMELT PS 3406ZP CAI 15.00 KG
16002484;NOZZLE 1:1 RATIO MMA 400ML CARTRIDGE MC 06-24T
16002485;NOZZLE 10:1 RATIO MMA 400ML CARTRIDGE MFHX 10-18T
16002486;C-229AN LQ CPP 1000,00 KG
16002488;APLICADOR EPX PNEUMÁTICO - 490ML
16002489;EB-WB020-50R WEBSEAL 2 X 50
16002490;FULL CARE® 5945 PI CAI 15.00 KG
16002491;SWIFTBOND SP 909 LQ BOM 20.00 KG
16002492;SWIFTBOND SP 944 LQ TAM 240.00 KG
16002493;SWIFT® TAK 1820 LQ BAR 25.00 KG
16002494;SWIFT® TAK 1820 LQ BAR 50.00 KG
16002495;SWIFT® TAK 1820 LQ CPL 1000.00 KG
16002496;SWIFT® TAK 1840 LQ BAR 10.00 KG
16002497;SWIFT®TAK 1840 LQ BAR 25.00 KG
16002498;SWIFT® TAK 1840 LQ BAR 50.00 KG
16002499;SWIFT® TAK 1862 LQ BAR 50.00 KG
16002500;SWIFT® TAK 1860 LQ BAR 10.00 KG
16002501;SWIFT® TAK 1860 LQ BAR 50.00 KG
16002502;SWIFT® TAK 1860 LQ CPL 1000.00 KG
16002503;SWIFT® TAK 1860 LQ CPP 1000.00 KG
16002504;HM5919 PI CAI 10.00 KG
16002505;CQ-4196 PE SAC 25.00 KG
16002506;RAKOLL® HMK4570L BRANCO PE CAI 15.00 KG
16002507;FULL-CARE® 9500 [CAIXA 9,53KG]
16002508;CHILDERS® CP-70 LQ BAL 18,9 L
16002509;KORAPUR 666/30 LQ CAR 350 ML
16002510;CQ-7080/5 PI CAI 12.00 KG
16002511;SWIFT® THERM 2699 SD BAL 15.00 KG
16002512;1515 LQ MAUVA FRA 50 ML
16002513;1533 BRANCO LQ PARTE A + B CAR 375 ML
16002514;KORAPUR 840/08 PARTE A + B LQ CAR 540 G
16002515;MIXING TIP MCH 08-24T-52 STATIC MIXER
16002516;4193-3 MS-CD-614 SD CAI 2940 UN
16002517;KÖRACUR TH 650 - KOMP.B  LQ LAT 1.00 KG
16002518;KÖRAPUR 672 - KOMP.A LQ BAL 10.00 KG
16002519;ADESIVO PVA BR 2020 LQ BAR 50.00 KG
16002520;SWIFT®BOND 3U151-LA SSC5PC LQ BAL 20.00 KG
16002521;CA-9021 BK CAI 15.00 KG
16002522;CA-9020J BK CAI 15.00 KG
16002523;CA-9020 BK CAI 15.00 KG
16002524;SAP ADECOL AVAIBLE
16002525;KÖRAPUR 666/90 + KÖRACUR TH 650 LQ LAT 1.00 KG
16002526;IPACOLL® LP 2613/3BR LQ CPP 1000.00 KG
16002527;AS 3845 LQ CPL 1000 KG
16002528;CQ-4443 BAS CAI 23.00 KG
16002529;CA-9031/1 BK CAI 15.00 KG
16002530;V3845 LQ BAL 20.00 KG
16002531;MP55310 LQ CAR 400 ML
16002532;SWIFT®BOND 2801LA LQ BAL 20.00 KG
16002533;SWIFT®BOND 2802LA LQ BAL 20.00 KG
16002534;SWIFT® THERM 2699 SD SAC 25.00 KG
16002535;1756 CLEANER LQ FRA 500 ML
16002536;CA-9036 BK CAI 15.00 KG
16002537;CA-9020/6 BK CAI 15.00 KG
16002538;ADESIVO PVA BR 2020 LQ BAR 50.00 KG
16002539;BRAS-3801 LQ BAL 20 KG
16002540;DOUBLE BUBBLE NONSAG EXTRA FAST SET EPOXY A+B
16002541;DOUBLE BUBBLE EXTRA FAST SET EPOXY A+B
16002542;DOUBLE BUBBLE SEMI -RIGID URETHANE D85 A+B
16002543;1958LO SOLVENT FREE LQ SAL 600 ML
16002544;1956LO SOLVENT FREE LQ SAL 600 ML
16002545;RAKOLL FC LQ BAR 50.00 KG
16002546;SWIFT®BOND 2801LA LQ TAM 210.00 KG
16002547;SWIFT®BOND 2802LA LQ TAM 210.00 KG
16002548;CYBERBOND 600 LQ FRA 10 ML
16002549;HL3195L PI SAC 25.00 KG
16002550;ADVANTRA® PHC9250L PI CAI 12.00 KG
16002551;CQ-3061 PI CAI 15.00 KG
16002552;CQ-4141 PI SAC 25.00 KG
16002553;TONSAN® 1533 BRANCO PARTE A+B LQ CAR 375 ML
16002554;4060 PI CAI 15.00 KG
16002555;WB-4967 LQ BAL 20.00 KG
16002556;1956-12LO SOLVENT FREE LQ SAL 600ML
16002557;IPACOLL® LP 2613/3 RC LQ BAL 25.00 KG
16002558;IPACOLL® LP 2613/3BR LQ BAL 20.00 KG
16002559;ET-0554-06PL EPDM RPAT 6  X 100
16002560;ET-0911-05CC EPDM COVER 5  X 100
16002561;ET-0553-05 EPDM FLASHING 5 X100
16002562;ET-0418-25EU EPDM SEAM TAPE 76mm x 7.6m
16002563;CT-0304-GR BP-300 GRAY LQ CAR 305 ML
16002564;CT-6343 LS-601 BL LVOC LAP BL LQ CAR 305 ML
16002565;1510 ROSA LQ CAR 50 ML
16002566;1518V LQ SAL 50 ML
16002567;12982 BONDING ADHESIVE LQ BAL 18,9 L
16002568;MT-0260 BX-033 1/8 X3/4 X50
16002569;ETERNACAULK BLACK LQ CAR 283,5 G
16002570;ETERNACAULK CLEAR  LQ CAR 283,5 G
16002571;ETERNACAULK WHITE LQ CAR 283,5 G
16002572;1591 CINZA LQ CAR 310 ML
16002573;1596F CINZA LQ CAR 310 ML
16002574;CN5557QT MILLENNIUM SINGLE-PLY PRIMER LQ LAT 950 ML
16002575;ADCOBOND® D18-221 BLACK 1X25MMX150'
16002576;C-94 LQ BAL 20.00 KG
16002577;C-78 LQ BAL 20.00 KG
16002578;C-223G LQ BAL 20.00 KG
16002579;C-363 LQ BAL 20.00 KG
16002580;C-51 LQ BAL 20.00 KG
16002581;ETERNAPRIME BLACK LQ SPRAY 396,89 G
16002582;C-44 LQ BAR 50.00 KG
16002583;C-70 LQ BAR 50.00 KG
16002584;SWIFTBOND FOAM 1500 LQ TAM 220.00 KG
16002585;CQ-010 BAS SAC 10.00 KG
16002586;CQ-3009 PI CAI 15.00 KG
16002587;SWIFT PRIME 2599 LQ LATA 4.00 KG
16002588;4193-3 MS-CD-614 SD CAI 2940 UN
16002589;C-384AN LQ BAR 50.00 KG
16002590;CQ-4143 PE SAC 25.00 KG
16002591;CQ-4163/1 PE SAC 25.00 KG
16002592;V-7143 LQ BAR 50.00 KG
16002593;V-7143 LQ CPP 1000.00 KG
16002594;V-7143 LQ FRA 1.00 KG
16002595;"ROOFSEAL TAN MICROSEALANT TPAE UV STABLE BACKER 4""x50'"
16002596;CQ-010 BAS SAC 10.00 KG
16002597;PHC8290/1 PE SAC 10.00 KG
16002598;CQ-752 SG BX 2.00 KG
16002599;ISARCOL 5109 LQ LAT 25.00 KG
16002600;CILBOND-24 PR LQ TAM 3,785L
16002601;PISTOLA PNEUMÁTICA AIRFLOW 3 SACHET 600ML
16002602;MANUAL APPLICATOR - TWIN 400 ML GUN 26:1 10 TO 1
16002603;FULL-CARE 7036A PI CAI 20.00 KG
16002604;1515 LQ MAUVA CAR 310 ML
16002605;JW 5620 LQ CAI 20.00 KG
16002606;CQ-4196 PE SAC 25.00 KG
16002607;CQ-620 PUR SD TAM 180.00 KG
16002608;1638 FRA 50ML
16002609;1242 FRA 250ML
16002610;1243 FRA 250ML
16002611;1277 FRA 50ML
16002612;C-540/2 LQ BAR 50.00 KG
16002613;C-2140T LQ CPP 1000.00 KG
16002614;C-2239TA LQ CPP 1000.00 KG
16002615;C-305 LQ BAR 50.00 KG
16002616;SWIFT®TAK 5090L LQ CPP 1000.00 KG
16002617;E-DOME 8E-456 ISOCYANATE LQ TAM 57 L
16002618;E-DOME 8E-456 POLYOL LQ TAM 57 L
16002619;CQ-7093 PI CAI 15.00 KG
16002620;CQ-645 PUR SD BAR 20.00 KG
16002621;FLEXTRA® SL 342 LQ LAT 1.00 KG
16002622;FLEXTRA® R 402 LQ LAT 1.00 KG
16002623;CHEM-DEC 811 ISOCYANATE LQ TAM 57 L
16002624;CHEM-DEC 811 POLYOL LQ TAM 57 L
16002625;FLEXTRA® XAS 2020 LQ TAM 215.00 KG
16002626;KORABOND HG93 LATA 1.00 L
16002627;TONSAN®1513 LQ LATA 2.00 KG
16002628;TONSAN®1204 PARTE A LQ BAL 10.00 KG
16002629;TONSAN®1204 PARTE B LQ LATA 360.00 G
16002630;SWIFT®TAK 1199 LQ BAL 35.00 KG
16002631;KORAPUR 125 CHOCOLATE BROWN SAL 600 ML
16002632;KORAPUR 489 COMPONENTE A E B CAR 220 ML
16002633;CQ-7080 PI CAI 12.00 KG
16002634;71 TL RED FRA 250 ML
16002635;CQ-7024X BL TAM 15.00 KG
16002636;72 TL ORANGE FRA 250 ML
16002637;KORAPUR 178 BLACK SAL 600 ML
16002638;Q-STIK 122 FRA 177 ML
16002639;Q-STIK 124 FRA 250 ML
16002640;Q-STIK 139 FRA 296 ML
16002641;Q-STIK 123 FRA 250 ML
16002642;CHEM-DEC 828 ISOCYANATE LQ TAM 120 L
16002643;CHEM-DEC 828F POLYOL LQ TAM 120 L
16002644;APLICADOR MANUAL 51001 AVON 600 12:1
16002645;SWIFT® TAK 1841 LQ BAR 50.00 KG
16002646;SWIFT® TAK 1841 LQ CPL 1000.00 KG
16002647;SWIFT® TAK 1843 LQ BAR 50.00 KG
16002648;SWIFT® TAK 1843 LQ CPL 1000.00 KG
16002649;PARACRYL PC-3009 LQ FRA 1 LT
16002650;PARACRYL PC-3110 LQ FRA 1 LT
16002651;KODISIL 110T LQ CAR 310ML
16002652;GD 826N BLACK LQ SAL 400ML
16002653;E-DOME 8E-456 ISOCYANATE BAL 18 L
16002654;E-DOME 8E-456 POLYOL LQ BAL 18 L
16002655;RAKOLL FC LQ CPL 1100.00 KG
16002656;FLEXTRA® WD6318LM LQ 1.00 KG
16002657;THERMONEX HARDENER 006B LQ LAT. 1,375 KG
16002658;WB 2527 LQ TAM 210 KG
16002659;FLEXTRA(TM) SL 8314 LQ LAT 1.00 KG
16002660;FLEXTRA(TM) SL 8314 LQ BAL 20.00 KG
16002661;FLEXTRA(TM) SL 8314 LQ TAM 210.00 KG
16002662;FLEXTRA(TM) SL 8314 LQ CPL 1100.00 KG
16002663;C-2151/1 LQ BAR 50.00 KG
16002664;SWIFT®BOND P-033 LQ TAM 200.00 KG
16002665;TONSAN® 1680 LQ FRA 50 ML
16002666;TONSAN® 1567 LQ FRA 50 ML
16002667;TONSAN® 1243 LQ FRA 50 ML
16002668;8400CLLZP PI CAI 15.00 KG
16002669;NW1002LZP PI CAI 15.00 KG
16002670;C-2151/1 LQ BAR 50.00 KG
16002671;Full-Care® 5189AAZP PI CAI 20.00 KG
16002672;C-66 LQ CPP 1000.00 KG
16002673;C-2136 LQ CPL 1000.00 KG
16002674;JM-5441CZP CAI 20.00 KG
16002675;Full-Care® 7885E F ZP CAI 15.00 KG
16002676;CQ-7142 SD TAR 160.00 KG
16002677;SWIFT®BOND 3U-091LA LQ TAM 200.00 KG
16002678;PHC7590LA PI SAC 25.00 KG
16002679;CQ-3017 BL CAI 15.00 KG
16002680;C-308 LQ CPL 1000.00 KG
16002681;CILBOND® 65W LQ FRA 250 ML
16002682;Swift®bond SP 920 LQ BOM 10.00 KG
16002683;Swift®bond SP 920 LQ BOM 20.00 KG
16002684;CQ-3017 BL CAI 16.00 KG
16002685;Flextra(tm) PU 750 LQ TAM 190.00 KG
16002686;Flextra(tm) PU 750 LQ BAL 20.00 KG
16002687;Flextra(tm) PU 750 LQ LAT 1.00 KG
16002688;Flextra(tm) PU 720 LQ TAM 190.00 KG
16002689;Flextra(tm) PU 720 LQ BAL 20.00 KG
16002690;Flextra(tm) PU 720 LQ LAT 1.00 KG
16002691;Flextra(tm) PU 722 LQ TAM 190.00 KG
16002692;Flextra(tm) PU 722 LQ BAL 20.00 KG
16002693;Flextra(tm) PU 722 LQ LAT 1.00 KG
16002694;EVOLUTION(tm) 2064 LQ BAL 25.00 KG
16002695;EVOLUTION(tm) 2064 LQ BAL 32.00 KG
16002696;Swift®bond SP 921 LQ BOM 10.00 KG
16002697;Swift®bond SP 921 LQ BOM 20.00 KG
16002698;EVOLUTION(tm) 2060 LQ BAL 25.00 KG
16002699;FLEXTRA(tm) PU 740 LQ BAL 19.00 KG
16002700;FLEXTRA® FAST WD-4120 LQ CPL 1100.00 KG
16002701;CQ-7081FT PI SAC 25.00 KG
16002702;Cilcure B LQ BAL 5.00 KG
16002703;Cilbond 12E LQ BAL 10.00 L
16002704;Cilbond 12E LQ TAM 25.00 L
16002705;Cilbond 80ET LQ BAL 10.00 L
16002706;Cilbond 80ET LQ TAM 25.00 L
16002707;Advantra® PHC 9256L PE SAC 25.00 KG
16002708;AVA COMBI CASE 1 L PE SAC 25.00 KG
16002709;FLEXTRA® SP 071 LQ BAL 20.00 KG
16002710;SWIFT®BOND PU 818 LQ BAL 20.00 KG
16002711;TONSAN® 1527 BRANCO LQ SAL 400 ML
16002712;TONSAN® 1521 BRANCO PARTE A LQ BAL 12.00 KG
16002713;TONSAN® 1521 BRANCO PARTE B LQ BAL 2.00 KG
16002714;TONSAN® 1521 BRANCO PARTE A+B LQ CAR 375 ML
16002715;TONSAN® 1533 BRANCO PARTE A LQ BAL 11.00 KG
16002716;TONSAN® 1533 BRANCO PARTE B LQ BAL 2.00 KG
16002717;CQ-3017 BL TAM 16.00 KG
16002718;CQ-3017 BL BAR 16.00 KG
16002719;C-70 LQ CPL 1000.00 KG
16002720;Swift®tak 3720 LQ BAL 32.00 KG
16002721;Swift®tak 3110 LQ CPL 1000.00 KG
16002722;Swift®tak 3160 LQ BAR 50.00 KG
16002723;Swift®tak 3160 LQ CPP 1000.00 KG
16002724;Swift®tak 4400 LQ BAR 50.00 KG
16002725;Swift®tak 4400 LQ CPL 1000.00 KG
16002726;Swift®tak 2700 LQ CPL 1000.00 KG
16002727;Swift®tak 2710 LQ BAR 10.00 KG
16002728;Swift®tak 2710 LQ BAR 50.00 KG
16002729;Swift®tak 2710 LQ CPP 1000.00 KG
16002730;Swift®tak 4450 LQ BAR 50.00 KG
16002731;KÖRATAN WS 986 S LAT 400 ML
16002732;Swift®tak 4450 LQ CPL 1000.00 KG
16002733;Swift®bond PU22203 PARTE A+B LQ CAR 400 ML
16002734;Swift®bond PU22219 PARTE A + B LQ CAR 425 ML
16002735;E-DOME 8E-456 LA ISO LQ BAL 18.00 KG
16002736;E-DOME 8E-456 LA ISO LQ TAM 200.00 KG
16002737;E-DOME 8E-456 LA POLYOL LQ BAL 18.00 KG
16002738;E-DOME 8E-456 LA POLYOL LQ TAM 200.00 KG
16002739;FLEXTRA® SP 071 LQ TAM 220.00 KG
16002740;Swift®bond A033/15-35 LQ BOM 11.00 KG
16002741;Swift®bond 3U117L LQ BAL 20.00 KG
16002742;Swift®bond 3U117L LQ TAM 200.00 KG
16002743;Swift®bond 3U117L LQ CPL 1000.00 KG
16002744;APLICADOR PNEUMÁTICO VBA 400A 10:1 400ML
16002745;APLICADOR PNEUMÁTICO PPA 300B 4:1
16002746;TONSAN® 1527T LQ SAL 600 ML
16002747;Swift®bond 3U117L LQ LAT 1.00 KG
16002748;MBLTX 14-16V BICO P/ KORAPOP 240 2K
16002749;MEFX13X18 BICO P/ KORAPOP 225 2K
16002750;FLEXTRA® SP 022 LQ BAL 20.00 KG
16002751;FLEXTRA® SP 4245 LQ BAL 20.00 KG
16002752;FLEXTRA® SP 4120 LQ BAL 20.00 KG
16002753;MIXER 209733 - MCH 08-24T-52
16002754;E-DOME 8E-457 ISOCYANATE LQ BAL 19.1 KG
16002755;E-DOME 8E-457 POLYOL LQ BAL 18.5 KG
16002756;C-52 LQ CPL 1000.00 KG
16002757;KÖRAPOP 240 2K PRETO C/ KÖRACUR 310N 10 MIN CART. 490ML
16002758;Körapur 840/20 LQ PARTE A + B CAR 540 G
16002759;XP 10717-572 PARTE A LQ CAR 400 ML
16002760;MP-55305 LQ PARTE A + B CAR 400 ML
16002761;FLEXTRA SL 332 LQ CPP 1.000 KG
16002762;FLEXTRA SL 342 LQ CPP 1.000 KG
16002763;FLEXTRA R 408 LQ CPP 1.000 KG
16002764;CQ-4443 MX BAS CAI 25.00 KG
16002765;RAKOLL MG LQ BAR 50.00 KG
16002766;RAKOLL MG LQ CPL 1100.00 KG
16002767;BICO APLICADOR MC10-18T P/ MP55310-55305-55350 LQ CAR 400 ML
16002768;Swift®lock 2U634M SD BAR 2.00 KG
16002769;Swift®lock 2U634M SD TAM 20.00 KG
16002770;Swift®lock 2U634M SD CAI 20.00 KG
16002771;Swift®lock 2U634M SD BAR 20.00 KG
16002772;Swift®lock 2U634M SD TAM 180.00 KG
16002773;Swift®bond SP 950 LQ BAL 20.00 KG
16002774;Swift®bond SP 950 LQ TAM 235.00 KG
16002775;Swift®bond SP 960 LQ BAL 20.00 KG
16002776;Swift®bond SP 960 LQ TAM 208.00 KG
16002777;Swift®bond SP 970 LQ BAL 20.00 KG
16002778;Swift®bond SP 970 LQ TAM 210.00 KG
16002779;Körapop 223 LQ PRETO SAL 400 ML
16002780;Körapop 223 LQ BRANCO SAL 570 ML
16002781;Swift®tak 3110 LQ CPL 500.00 KG
16002782;Swift®tak 4450 LQ CPL 500.00 KG
16002783;RAKOLL ECO3 PLUS BR LQ CPP 1100.00 KG
16002784;RAKOLL GXL3 BR LQ CPP 1100.00 KG
16002785;RAKOLL FC LQ CPP 1100.00 KG
16002786;XP 10717-572 PARTE B LQ CAR 400 ML
16002787;TONSAN® 2536 PARTE A + B LQ CAR 490 ML
16002788;Swift®tak 1960 LQ BAR 50.00 KG
16002789;Swift®tak 1960 LQ CPL 1000.00 KG
16002790;Swift®tak PM 3542 LQ BAR 50.00 KG
16002791;BICO APLICADOR MCH 10-24T P/ MP55310-55305-55350 LQ
16002792;MP-55310 A LQ BRANCO CAR 400 ML
16002793;FLEXTRA® R 408CH LQ TAM 210.00 KG
16002794;FLEXTRA® SB 104CH LQ TAM 200.00 KG
16002795;FLEXTRA® R 406CH LQ TAM 200.00 KG
16002796;SWIFT®BOND 3U-061LACH N55LCD LQ TAM 200.00 KG
16002797;FLEXTRA® SL 332CH LQ TAM 200.00 KG
16002798;FLEXTRA® R 206CH LQ  BAL 20.00 KG
16002799;FLEXTRA® XAS 2020CH LQ TAM 200.00 KG
16002800;FLEXTRA® SB 116CH LQ TAM 190.00 KG
16002801;FLEXTRA® SL 342CH LQ TAM 210.00 KG
16002802;Swift®therm 7243 BAS CAI 25.00 KG
16002803;Advantra®BOLD 8201L PE SAC 25.00 KG
16002804;Körapop 223 EB 2K BRANCO CAR 490 ML
16002805;TONSAN® 1527B 152775 BAL 18.00 KG
16002806;TONSAN® 1527B 15270905 BAL 18.00 KG
16002807;C-502 LQ CPL 1000.00 KG
16002808;Flextra® R 405 LQ LAT 1.00 KG
16002809;APLICADOR MMA 400ML - MIXPAC DP2X400 - 10/1
16002810;KIT CONVERSOR CKX400-01-01 P/ MMA 400ML - 1:1 E 2:1
16002811;KIT CONVERSOR CKX400-04-01 P/ MMA 400ML - 4:1
16002812;Rakoll® 580 LQ BAR 50.00 KG
16002813;C-528X LQ BAR 50.00 KG
16002814;FLEXTRA(TM) PU 714 LQ LAT 1.00 KG
16002815;FLEXTRA(TM) PU 714 LQ BAL 20.00 KG
16002816;FLEXTRA(TM) PU 714 LQ TAM 190.00 KG
16002817;Rakoll® HMK4570L PE SAC 25.00 KG
16002818;Rakoll® 2104 LQ BAR 50.00 KG
16002819;BICO APLICADOR MFHX10-24T 10:1 P/ MP55420-55320 LQ CAR 490ML
16002820;CQ-7080 PE SAC 25.00 KG
16002821;Swift®bond 3U 200 LQ LAT 1.00 KG
16002822;Swift®bond 3U 200 LQ BAL 20.00 KG
16002823;Swift®bond 3U 200 LQ TAM 190.00 KG
16002824;ADVANTRA® 9258L PE SAC 25.00 KG
16002825;FLEXTRA(TM) PU 714 LQ CPL 1.000 KG
16002826;TS828 PARTE A+B LQ CAR 490 ML
16002827;FLEXTRA® R 406 LQ CPP 1000.00 KG
16002828;FULL CARE® 7810BR PI CAI 15.00 KG
16002829;ADVANTRA® PHC 8270/1 PE SAC 10.00 KG
16002830;BICO MCH 10-32T P/ ADESIVOS 1/1 E 2/1 MAQUINA
16002831;BICO MBLTX 14-16V P/ KÖRAPOP 240 2K CAR 490 ML
16002832;BICO MFHX 13-18T P/ KÖRAPOP 225 2K/310N CAR 490 ML
16002833;BICO MCH 08-24T P/ KÖRAPUR 840/XX CAR 540 G
16002834;BICO MCHX 10-24T P/ ADESIVOS 4/1 E 10/1 MAQUINA
16002835;BICO MFHX 10-32T P/ ADESIVOS 4/1 E 10/1 MAQUINA
16002836;FLEXTRA® SBA 1010 LQ TAM 210.00 KG
16002837;E-DOME 8E-458-57L ISO DRUM 59.70 KG
16002838;E-DOME 8E-458-57L POLYOL DRUM 59.90 KG
16002839;BICO APLICADOR VERDE MFQX08-24T 10:1 P/ MP-55420 CAR 490ML
16002840;FLEXTRA® R 405 LQ CPL 1000.00 KG
16002841;GI9030 SD CAR 400 ML
16002842;E-DOME 8E-456 REP ISO LQ TAM 200.00 KG
16002843;E-DOME 8E-456 REP POLYOL LQ TAM 200.00 KG
16002844;Swift®melt 1C2519-CZP PI CAI 20.00 KG
16002845;CilBond 12E 1 GAL
16002846;CilBond 80ET 1 GA
16002847;BICO APLICADOR AZUL ME 13-24T P/ MAQUINA ? 1/1 2/1 4/1 E 10/
16002848;TS842 A (084202A) BAL 25.50 KG
16002849;TS842 B (084202B) BAL 25.50 KG
16002850;TS850 PARTE A+B CAR 600 M
16002851;C-363A LQ CPP 1000.00 KG
16002852;C-360/5A LQ CPP 1000.00 KG
16002853;EB-3D-SAMPLE, DOUBLESTICK 30 MIL SAMPLE ROLL
16002854;EB-AB-SAMPLE, ALUMIBOND 4 MIL SAMPLE ROLL
16002855;EB-RB-SAMPLE, ROOFSEAL BLACK SAMPLE ROLL
16002856;EB-RG-SAMPLE, ROOFSEAL GREY SAMPLE ROLL
16002857;"EB RG010 50 EternaBond RoofSeal Gray 1""x50 LF, 22 rolls/CS"
16002858;EB-RW-SAMPLE, ROOFSEAL WHITE SAMPLE ROLL
16002859;EB-WB-SAMPLE, WEBSEAL SAMPLE ROLL
16002860;C-330A/1 LQ BAR 10.00 KG
16002861;C-330A/1 LQ CPP 1000.00 KG
16002862;RM850BR LQ TIBC 1000.00 KG
16002863;RM59461BR LQ 55D 190.00 KG
16002864;V6080BR LQ 20P 20.00 KG
16002865;V6080BR LQ OT 1000.00 KG
16002866;V6080BR LQ TIBC 1000.00 KG
16002867;V6080BRNEW LQ TIBC 1000.00 KG
16002868;V6080BRNEW LQ 55D 200.00 KG
16002869;2064 LQ PT5P 32.00 KG
16002870;PS4015ZP SD TAR 160.00 KG
16002871;9500L PE SAC 25.00 KG
16002872;SBA5215 LQ LT 1.00 KG
16002873;SBA5215 LQ BAL 20.00 KG
16002874;SBA5215 LQ TAM 210.00 KG
16002875;SWIFTCOL 2511 LQ BAL 15.42 KG
16002876;XR1410 LQ LAT 1.00 KG
16002877;XR1410 LQ BAL 20.00 KG
16002878;XR1410 LQ TAM 190.00 KG
16002879;XR1410 LQ CPL 1000.00 KG
16002880;TS 856-03 LQ PARTE A BAL 22.00 KG
16002881;TT5050BR LQ CPL 1000.00 KG
16002882;DC13126 LQ ST5P 19.73 KG
16002883;DC13126 LQ 55DB 217.04 KG
16002884;PD 2154 LA LQ CPL 1000 KG
16002885;BICO MC13-18T P/ ADESIVOS 1/1 E 2/1
16002886;TS820 LQ PARTE A+B CAR 50 ML
16002887;SWIFT®BOND A06060/36 LQ BOM 18.00 KG
16002888;8E-458 ISOCYANATE LQ LAT 1.00 KG
16002889;8E-458 POLYOL LQ LAT 1.00 KG
16002890;8E-456 POLYOL LQ TAM 200.00 KG
16002891;8E-456 ISOCYANATE LQ TAM 200.00 KG
16002892;FLEXTRA® XR 1500 LQ BAL 18.14 KG
